chapter,md_file,slide_id,slide_title,need_image,candidate_rank,download_status,local_path,relative_path,file_name,file_ext,file_size_bytes,width_px,height_px,sha256,source_page_url,direct_image_url,source_title,source_author,source_license,attribution_text,search_query_used,image_role,image_type,caption_zh,layout_hint,duplicate_of,quality_notes
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,74,材料 AI 的典型任务,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image AI big data materials science overview | 材料显微组织识别 图像 材料 AI 的典型任务 | microstructure SEM EBSD AI big data materials science overview diagram,材料组织,microscopy,材料 AI 的典型任务的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,76,材料描述符：让材料可计算,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image AI big data materials science overview | 材料显微组织识别 图像 材料描述符：让材料可计算 | microstructure SEM EBSD AI big data materials science overview diagram,材料组织,microscopy,材料描述符：让材料可计算的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,77,案例 1：合金强度预测,yes,1,not_found,,,,,,,,,,,,,,,machine learning workflow feature engineering model training evaluation diagram AI big data materials science overview | 机器学习流程 特征工程 模型训练 评估 示意图 案例 1：合金强度预测 | SVM KNN AI big data materials science overview diagram,算法流程,flowchart,案例 1：合金强度预测的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,78,案例 2：显微组织图像识别,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image AI big data materials science overview | 材料显微组织识别 图像 案例 2：显微组织图像识别 | microstructure SEM EBSD AI big data materials science overview diagram,材料组织,microscopy,案例 2：显微组织图像识别的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,79,案例 3：增材制造过程监测,yes,1,not_found,,,,,,,,,,,,,,,machine learning workflow feature engineering model training evaluation diagram AI big data materials science overview | 机器学习流程 特征工程 模型训练 评估 示意图 案例 3：增材制造过程监测 | SVM KNN AI big data materials science overview diagram,算法流程,flowchart,案例 3：增材制造过程监测的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,80,案例 4：材料文献挖掘,yes,1,not_found,,,,,,,,,,,,,,,retrieval augmented generation workflow vector database knowledge graph diagram AI big data materials science overview | 检索增强生成 RAG 向量数据库 知识图谱 流程图 案例 4：材料文献挖掘 | RAG GraphRAG AI big data materials science overview diagram,数据流程,flowchart,案例 4：材料文献挖掘的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,81,案例 5：高通量筛选,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design AI big data materials science overview | 材料信息学 CALPHAD 相图 高通量材料设计 案例 5：高通量筛选 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,案例 5：高通量筛选的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,82,案例 6：反向材料设计,yes,1,not_found,,,,,,,,,,,,,,,AI big data materials science overview 案例 6：反向材料设计 concept diagram open educational resource | 人工智能与大数据材料科学概论 案例 6：反向材料设计 教学示意图 | AI big data materials science overview concept diagram diagram,概念示意,schematic,案例 6：反向材料设计的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,83,材料 AI 中的物理约束,yes,1,not_found,,,,,,,,,,,,,,,AI big data materials science overview 材料 AI 中的物理约束 concept diagram open educational resource | 人工智能与大数据材料科学概论 材料 AI 中的物理约束 教学示意图 | AI big data materials science overview concept diagram diagram,概念示意,schematic,材料 AI 中的物理约束的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,84,小样本条件下的材料 AI,yes,1,not_found,,,,,,,,,,,,,,,Bayesian optimization active learning loop acquisition function AI agent workflow AI big data materials science overview | 贝叶斯优化 主动学习 闭环 AI Agent 流程图 小样本条件下的材料 AI | AI Agent AI big data materials science overview diagram,算法流程,flowchart,小样本条件下的材料 AI的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,85,多尺度材料模拟与 AI,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design AI big data materials science overview | 材料信息学 CALPHAD 相图 高通量材料设计 多尺度材料模拟与 AI | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,多尺度材料模拟与 AI的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,86,AI for Materials 与 Materials f,yes,1,not_found,,,,,,,,,,,,,,,AI big data materials science overview AI for Materials 与 Materials f concept diagram open educational resource | 人工智能与大数据材料科学概论 AI for Materials 与 Materials f 教学示意图 | AI big data materials science overview concept diagram diagram,概念示意,schematic,AI for Materials 与 Materials f的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,87,材料 AI 的价值边界,yes,1,not_found,,,,,,,,,,,,,,,AI big data materials science overview 材料 AI 的价值边界 concept diagram open educational resource | 人工智能与大数据材料科学概论 材料 AI 的价值边界 教学示意图 | AI big data materials science overview concept diagram diagram,概念示意,schematic,材料 AI 的价值边界的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,89,1.6 AI 发展引发的科学、伦理与安全思考,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram AI big data materials science overview | 可信AI 数据安全 隐私 公平性 可解释性 示意图 1.6 AI 发展引发的科学、伦理与安全思考 | 可信AI AI big data materials science overview diagram,安全合规案例,schematic,1.6 AI 发展引发的科学、伦理与安全思考的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,90,AI 可靠性的首要问题：幻觉,yes,1,not_found,,,,,,,,,,,,,,,large language model Transformer attention mechanism prompt engineering workflow AI big data materials science overview | 大语言模型 提示工程 Transformer 注意力机制 示意图 AI 可靠性的首要问题：幻觉 | token LLM prompt AI big data materials science overview diagram,概念示意,algorithm_diagram,AI 可靠性的首要问题：幻觉的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,91,数据偏差与模型偏差,yes,1,not_found,,,,,,,,,,,,,,,AI big data materials science overview 数据偏差与模型偏差 concept diagram open educational resource | 人工智能与大数据材料科学概论 数据偏差与模型偏差 教学示意图 | AI big data materials science overview concept diagram diagram,概念示意,schematic,数据偏差与模型偏差的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,92,外推风险,yes,1,not_found,,,,,,,,,,,,,,,Bayesian optimization active learning loop acquisition function AI agent workflow AI big data materials science overview | 贝叶斯优化 主动学习 闭环 AI Agent 流程图 外推风险 | AI Agent AI big data materials science overview diagram,算法流程,flowchart,外推风险的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,93,可解释性问题,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram AI big data materials science overview | 可信AI 数据安全 隐私 公平性 可解释性 示意图 可解释性问题 | 可信AI AI big data materials science overview diagram,安全合规案例,schematic,可解释性问题的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,94,可复现性问题,yes,1,not_found,,,,,,,,,,,,,,,Python pandas data preprocessing workflow missing values feature scaling diagram AI big data materials science overview | Python Pandas 数据预处理 数据清洗 流程图 可复现性问题 | Pandas NumPy CSV AI big data materials science overview diagram,数据流程,flowchart,可复现性问题的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,95,学术规范：AI 可以做什么,yes,1,not_found,,,,,,,,,,,,,,,AI big data materials science overview 学术规范：AI 可以做什么 concept diagram open educational resource | 人工智能与大数据材料科学概论 学术规范：AI 可以做什么 教学示意图 | AI big data materials science overview concept diagram diagram,概念示意,schematic,学术规范：AI 可以做什么的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
